date,raw_text,player_name,clubs_mentioned,potential_suitors,assists,native_country,54,domestic_club_goals,objects,team,injured,chairman,idol,desired_wage,estimated_wage,contract_value,Premier,start_of_2021,boss,compared_to,market_value,manager,current team,sport,potential_transfer_fee,release_clause,preferred_option,not_prepared_to_pay_a_sizeable_transfer_fee,suspension_reason,international_team,retirement_plans,transfer_fee,fee,loan_with_option_to_buy,expected_cost,position,previous_clubs,contract_expiration,field,weekly_wages,contract_length,coming,player_age,currency,contract_ends,value,valuation,club,next_season,league,available_for,career_span,loan,player_nationality,level,teams_mentioned,destination,tournament,emotion,estimated_value,team_mentioned,contract_details,former_club,expected_return,object,loan_status,weekly_salary,expected_transfer_fee,international_caps,suspended,international_goals,preferred_move, Galatasaray,hopes_for_long-term_future_with_club,city_players_positions,role,comparison,injury,country,city_players_ages,last_club,transfer_status,goals_scored,ceremony,player_value,contract_status,contract,potential_loan,external-link,salary_demand,release_cause,goals,nationality,contract_duration,status,loan_spell,parent_club,sources,current_team,city_players,source,out,this,years_at_manchester_united,yearly_pay_packet,age,transfer_budget,father,contract_situation,price_tag,secures_football,native country,estimated_transfer_fee,advice,loan_start_date,domestic_club_assists,cost,agent,sibling,yet,rejecting_offers,other_fields,current_deal,injury_record,result,suggest,willing_to_meet_salary_demands,potential_signings,estimated_cost,current_club,player_position,proposed_salary,last_played,loan_club,option_for_further_year,previous_club,salary,preferred_side,loaned,current_weekly_wages,price,remains_manager,games_played,salary_demands,Belgium,contract_expires,transfer_value,manager_name,news_id
13 December 2021,"Manchester United and Portugal defender Diogo Dalot, 22, was a target for Roma and former boss Jose Mourinho but his recent appearances under Ralf Rangnick make a transfer unlikely, meaning the Serie A club are looking at alternatives including Norwich and England's Max Aarons, 21, and RB Leipzig and Germany's Benjamin Henrichs, 24.",Max Aarons,['Norwich'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534099.0
13 December 2021,"Manchester United and Portugal defender Diogo Dalot, 22, was a target for Roma and former boss Jose Mourinho but his recent appearances under Ralf Rangnick make a transfer unlikely, meaning the Serie A club are looking at alternatives including Norwich and England's Max Aarons, 21, and RB Leipzig and Germany's Benjamin Henrichs, 24.",Benjamin Henrichs,['RB Leipzig'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534099.0
13 December 2021,"Arsenal and France defender William Saliba, 20, has said he would ""prefer not to speak about"" his future, with a permanent move to Ligue 1 side Marseille rumoured.",William Saliba,"['Arsenal', 'Marseille']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534100.0
13 December 2021,"Arsenal are struggling to keep English striker Khayon Edwards, 18, who has scored 14 goals already this season and has just six months left on his contract. Chelsea, Leeds, Southampton, Brighton and Newcastle are all monitoring developments, along with numerous clubs in Germany.",Khayon Edwards,"['Arsenal', 'Chelsea', 'Leeds', 'Southampton', 'Brighton', 'Newcastle']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,six months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534101.0
14 December 2021,Real Madrid have emerged as favourites to sign Chelsea defender Antonio Rudiger after positive talks with the 28-year-old German about joining on a free next summer.,Antonio Rudiger,"['Real Madrid', 'Chelsea']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534102.0
14 December 2021,England midfielder Dele Alli's Tottenham career could be coming to an end as new boss Antonio Conte does not see the 25-year-old in his plans.,Dele Alli,['Tottenham'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534103.0
14 December 2021,"Newcastle have made Lille centre-back Sven Botman, 21, a priority signing in the January transfer window, with Manchester United winger Jesse Lingard, 28, also on Eddie Howe's wishlist.",Sven Botman,"['Newcastle', 'Lille', 'Manchester United']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,centre-back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534104.0
14 December 2021,"Newcastle have made Lille centre-back Sven Botman, 21, a priority signing in the January transfer window, with Manchester United winger Jesse Lingard, 28, also on Eddie Howe's wishlist.",Jesse Lingard,['Manchester United'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,winger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534104.0
14 December 2021,"Edinson Cavani's brother has indicated the striker is nearing an exit from Manchester United, with a move to Brazil potentially on the cards for the 34-year-old Uruguayan.",Edinson Cavani,"['Manchester United', 'Brazil']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534105.0
14 December 2021,"Barcelona, Juventus and Brazilian club Corinthians are interested in signing Manchester United's Cavani.",Cavani,"['Barcelona', 'Juventus', 'Corinthians']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534106.0
14 December 2021,"Barcelona president Joan Laporta held a meeting with football agent Mino Raiola in Italy. Raiola represents 28-year-old France midfielder Paul Pogba, whose contract at Manchester United runs out in the summer, and 21-year-old Norway striker Erling Braut Haaland, who has been tipped to leave Borussia Dortmund in the summer.",Paul Pogba,"['Barcelona', 'Manchester United', 'Borussia Dortmund']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534108.0
14 December 2021,"Barcelona president Joan Laporta held a meeting with football agent Mino Raiola in Italy. Raiola represents 28-year-old France midfielder Paul Pogba, whose contract at Manchester United runs out in the summer, and 21-year-old Norway striker Erling Braut Haaland, who has been tipped to leave Borussia Dortmund in the summer.",Erling Braut Haaland,"['Barcelona', 'Borussia Dortmund']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534108.0
14 December 2021,"Manchester United are prepared to compete with Premier League rivals Liverpool and Manchester City in the chase for Porto winger Luis Diaz, 24.",Luis Diaz,"['Manchester United', 'Liverpool', 'Manchester City', 'Porto']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534109.0
14 December 2021,Manchester United boss Ralf Rangnick says France striker Anthony Martial should speak to him or the club about his future after the 26-year-old's agent said he wanted to leave Old Trafford.,Anthony Martial,['Manchester United'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534110.0
14 December 2021,Manchester United boss Ralf Rangnick says France striker Anthony Martial should speak to him or the club about his future after the 26-year-old's agent said he wanted to leave Old Trafford.,Ralf Rangnick,['Manchester United'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534110.0
14 December 2021,Burnley manager Sean Dyche says the club will not be spending large sums in the January transfer window.,Sean Dyche,['Burnley'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534111.0
14 December 2021,Burnley are to hold further talks with English defender Ben Mee about extending the 32-year-old's contract.,Ben Mee,Burnley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534112.0
14 December 2021,"Forgotten Aston Villa striker Keinan Davis, 23, has emerged as a January transfer target for resurgent Championship side Nottingham Forest.",Keinan Davis,"['Aston Villa', 'Nottingham Forest']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534113.0
14 December 2021,"Brentford have made contact with Braga over a potential January move for Portuguese left-back Francisco Moura, 22.",Francisco Moura,"['Brentford', 'Braga']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left-back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Portuguese,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534114.0
15 December 2021,"Newcastle United have made initial enquiries about Dele Alli, with Tottenham Hotspur willing to listen to offers for the 25-year-old midfielder.",Dele Alli,"['Newcastle United', 'Tottenham Hotspur']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534115.0
15 December 2021,Atletico Madrid want to explore the possibility of an exchange deal with Manchester United for 26-year-old France striker Anthony Martial.,Anthony Martial,"['Atletico Madrid', 'Manchester United']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534117.0
15 December 2021,Manchester United are not expecting Jesse Lingard to leave in the January transfer window as the 28-year-old England midfielder approaches the last six months of his contract.,Jesse Lingard,Manchester United,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534118.0
15 December 2021,"Chelsea owner Roman Abramovich has been angered by Real Madrid's pursuit of the Stamford Bridge club's Germany defender Antonio Rudiger, 28, and could call off attempts to sign Belgium forward Eden Hazard, 30, back from the Spanish club.",Antonio Rudiger,"['Chelsea', 'Real Madrid']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534119.0
15 December 2021,"Chelsea owner Roman Abramovich has been angered by Real Madrid's pursuit of the Stamford Bridge club's Germany defender Antonio Rudiger, 28, and could call off attempts to sign Belgium forward Eden Hazard, 30, back from the Spanish club.",Eden Hazard,"['Chelsea', 'Real Madrid']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534119.0
15 December 2021,"Barcelona are considering a move for Gabon striker Pierre-Emerick Aubameyang, who has been stripped of the Arsenal captaincy - but the 32-year-old's wages could be a stumbling block.",Pierre-Emerick Aubameyang,"['Arsenal', 'Barcelona']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534120.0
15 December 2021,"West Ham United are prepared to push ahead with a move for Liverpool's Nathaniel Phillips in January, despite the 24-year-old English defender being out injured.",Nathaniel Phillips,"['West Ham United', 'Liverpool']",,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534121.0
15 December 2021,West Ham also have hope of a deal for Nikola Milenkovic as an apparent agreement between the 24-year-old Serbia defender and Fiorentina's owner means he is likely to be on the move.,Nikola Milenkovic,"['West Ham', 'Fiorentina']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Serbia,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534122.0
15 December 2021,"Fiorentina have set a price of 100m euros (£85m) for their Serbia striker Dusan Vlahovic, 21.",Dusan Vlahovic,['Fiorentina'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534123.0
15 December 2021,"West Ham are tracking New York City's Argentine striker Valentin Castellanos, 23.",Valentin Castellanos,"['West Ham', 'New York City']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534124.0
15 December 2021,"Paris St-Germain, Barcelona, Liverpool, Manchester City and Tottenham are all thought to be monitoring French left-back Rayan Ait-Nouri, 20, but Wolves would receive only 50% of any transfer fee due to a sell-on clause.",Rayan Ait-Nouri,"['Paris St-Germain', 'Barcelona', 'Liverpool', 'Manchester City', 'Tottenham']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534125.0
15 December 2021,Sheffield Wednesday manager Darren Moore has confirmed the club are in talks with Everton to decide whether 21-year-old English defender Lewis Gibson should continue his loan stint at Hillsborough once he recovers from injury.,Lewis Gibson,"['Everton', 'Sheffield Wednesday']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534126.0
15 December 2021,Sheffield Wednesday manager Darren Moore has confirmed the club are in talks with Everton to decide whether 21-year-old English defender Lewis Gibson should continue his loan stint at Hillsborough once he recovers from injury.,Darren Moore,['Sheffield Wednesday'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534126.0
15 December 2021,"Barcelona are plotting a raid for Chelsea's Dutch left-back Ian Maatsen, 19, who is on a season-long loan with Championship side Coventry.",Ian Maatsen,"['Barcelona', 'Chelsea', 'Coventry']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534127.0
15 December 2021,Leicester City are interested in Swansea's 22-year-old Dutch forward Joel Piroe.,Joel Piroe,"['Leicester City', 'Swansea']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534128.0
15 December 2021,"Chelsea will not be able to recall England midfielder Conor Gallagher, 21, from his loan at Crystal Palace in January because of a clause in his season-long deal saying they could only do so if he played in fewer than 50% of the Selhurst Park club's matches.",Conor Gallagher,"['Chelsea', 'Crystal Palace']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534129.0
15 December 2021,"Real Madrid have approached Liverpool sporting director Michael Edwards, who will leave the Anfield club at the end of the season, about taking on a similar role at the Bernabeu.",Michael Edwards,"['Liverpool', 'Real Madrid']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534130.0
16 December 2021,"Newcastle United are increasingly confident of signing England defender Kieran Trippier, 31, from Atletico Madrid next month.",Kieran Trippier,"['Newcastle United', 'Atletico Madrid']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534131.0
16 December 2021,"Chelsea boss Thomas Tuchel says he will contact Pierre-Emerick Aubameyang after the Gabon striker, 32, was stripped of the Arsenal captaincy.",Pierre-Emerick Aubameyang,"['Chelsea', 'Arsenal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534132.0
16 December 2021,Arsenal manager Mikel Arteta is open to offers for Aubameyang but the Gunners may have to wait until the summer to let him leave as they would prefer bringing in a replacement first.,Aubameyang,['Arsenal'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534133.0
16 December 2021,"Tottenham boss Antonio Conte is trying to sign 30-year-old Italy international forward Lorenzo Insigne, whose contract at Napoli runs out in the summer.",Lorenzo Insigne,"['Tottenham', 'Napoli']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534134.0
16 December 2021,Barcelona are preparing a move for Borussia Dortmund's 21-year-old Norway striker Erling Braut Haaland.,Erling Braut Haaland,Barcelona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Norway,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund,,,,,,,,,,,,,,,,,,,534135.0
16 December 2021,Manchester City are interested in Haaland but may not be willing to spend enough to get him.,Haaland,['Manchester City'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534136.0
16 December 2021,"Arsenal, Tottenham and Manchester United are set to move for 21-year-old Serbia striker Dusan Vlahovic after he rejected the ""highest contract in Fiorentina history"".",Dusan Vlahovic,"['Arsenal', 'Tottenham', 'Manchester United']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534137.0
16 December 2021,"Chelsea's 28-year-old Germany defender Antonio Rudiger, who has six months remaining on his contract, has confirmed he was considering leaving the club before Thomas Tuchel was appointed manager in January.",Antonio Rudiger,['Chelsea'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534138.0
16 December 2021,"Liverpool manager Jurgen Klopp says England defender Joe Gomez, 24, will not join Aston Villa in the January transfer window.",Joe Gomez,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jurgen Klopp,534139.0
16 December 2021,"RB Leipzig midfielder Amadou Haidara, 23, has fuelled rumours linking him with Manchester United after praising the club's interim manager Ralf Rangnick.",Amadou Haidara,"['RB Leipzig', 'Manchester United']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534140.0
16 December 2021,West Ham are among the European clubs interested in signing Feyenoord's 24-year-old Argentine defender Marcos Senesi.,Marcos Senesi,"['West Ham', 'Feyenoord']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534141.0
16 December 2021,"Inter Milan forward Alexis Sanchez, 32, could return to Barcelona on loan, with 31-year-old striker Luuk de Jong, who is currently on loan at Barca from Sevilla, moving to Inter.",Alexis Sanchez,"['Inter Milan', 'Barcelona']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534142.0
16 December 2021,"Inter Milan forward Alexis Sanchez, 32, could return to Barcelona on loan, with 31-year-old striker Luuk de Jong, who is currently on loan at Barca from Sevilla, moving to Inter.",Luuk de Jong,"['Sevilla', 'Barcelona', 'Inter Milan']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534142.0
16 December 2021,"Defender Nat Phillips, 24, is prepared to leave Liverpool in January in search of regular football.",Nat Phillips,['Liverpool'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534143.0
16 December 2021,Middlesbrough are in advanced talks to sign two mystery strikers on loan next month.,Middlesbrough,['Middlesbrough'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534144.0
16 December 2021,Middlesbrough are in advanced talks to sign two mystery strikers on loan next month.,two mystery strikers,['Middlesbrough'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534144.0
16 December 2021,"Juventus are interested in signing Argentina striker Mauro Icardi, 28, from Paris St-Germain.",Mauro Icardi,"['Juventus', 'Paris St-Germain']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534145.0
